Track ID 	 Topic 	 Lyrics 
5697282	Dance	Slow Dance Do you slow dance Slow Dance Slow dance with me    
8714117	Dance	we work, we buy, we sleep, we pay, we work, we buy, and life goes on and on. we dance, we dance and we die.    
9307871	Dance	I like to dance! I like to dance!    
40060885	Dance	When the Spirit of the Lord comes upon my heart I will dance like David danced x2 I will dance, I will dance, I will dance I will dance like David danced x2 When the Spirit of the Lord comes upon my heart I will dance like David danced x2    
548280	Dance	Bring on the dancing girls Bring on the dancing girls Bring on the dancing girls Bring on the dancing girls  I feel the beat I can't wait any longer I feel the heat Of bodies on the floor  Maybe one that's hot Gets me so excited Root me to the spot I can't take it anymore  So letta me ride in the middle of the action I've been watching and longing her  (Chorus) So (Bring on the girls) Bring on the girls    
998375	Dance	Dance, dance, dance milady Weave your spell Take the floor milady Catch a tiger by its tail Catch this tiger by its tail  I caught your breath milady Fell into your smile Watched my own reflection Swimming in your eyes I was swimming in your eyes.    
1676025	Dance	Clap your hands. Clap your hands. Clap your hands. Clap your hands. Clap your hands. Clap your hands.  Stamp your feet. Stamp your feet. Stamp your feet. Stamp your feet. Stamp your feet. Stamp your feet.  Dance around. Dance around the room. Dance around. Dance around the room Dance around. Dance around the room  Jump so high. Jump so high. Jump so high.  Dance around. Dance around the room Dance around. Dance around the room    
46602425	Dance	Popopo funky dance Popopo funky dance scream Popopo funky dance scream yes yes y'all dance banggwibanggwi    
25792673	Dance	You are the girl that I've been dreaming of Ever since I was a little girl You are the girl that I've been dreaming of Ever since I was a little girl  One, I'm biting my tongue Two, he's kissin' on you Three, oh why can't you see? One, two, three, four  The word's on the streets and it's on the news I'm not gonna teach him how to dance with you He's got two left feet and he bites my moves I'm not gonna teach him how to dance, dance, dance, dance  The second I do I know we're gonna be through I'm not gonna teach him how to dance with you He don't suspect a thing, I wish he'd get a clue I'm not gonna teach him how to dance, dance, dance, dance     
14890941	Dance	Wake up! Make Love! Get rock & roll Let's Dance! Dance! Dance! Wake up! Make Love! Get rock & roll Let's Dance! Dance! Dance!  Just forget about what it was before Like a rolling stone, yeah!  You really want to lose control Show me babe, some of your moves! Don't stop, go on more and more  Wake up! Make Love! Get rock & roll    
810940	Dance	Do you wanna dance and hold my hand? Tell me baby I'm your lover man Oh baby, do you wanna dance? Well, do you wanna dance under the moonlight? Squeeze me baby all through the night Oh baby, do you wanna dance?  Do you, do you, do you, do you wanna dance? Do you, do you, do you, do you wanna dance? Do you, do you, do you Do you wanna dance?    
14543104	Dance	po paw pay dont u say po paw pay its the way way way po paw pay yipiey yay po paw pay bippie pay pay pay po paw pay its the pengie way po paw pay have a happy day pengie dance with me this is meant to be    
1680276	Dance	You ain't big enough, don't do it, I don't care If you disagree. You ain't fast enough. Don't try it, Don't play games with a wizard like me. You're a feather in my cave, I'm the puppet master. You decide you play the role But I'm the one who is in control.  Dance, dance, dance, dance to my tune. Dance to my tune, dance to my tune. Dance, dance, dance, dance to my tune. Dance to my tune, dance to my tune. All you hear and all you see, I'm the piper, follow me. Dance, dance, dance, dance to my tune.  You ain't rough enough. Don't do it, Try your luck if you disagree. You ain't tough enough. Don't push it, I can't lose, I'm the referee. You're a shadow on the wall, I'm the puppet master. Play the fool or play the king, but I'm the one who pulls the string.  Dance, dance, dance, dance to my tune.    
2378188	Dance	Glamorous diamonds reflecting the moonlight tonight Fairies and fireflies dancing through music and light But the queen of all, the dream I call that's you Ooh, when I look in your eyes  When I dance with you When I dance with you  Love and devotion, jealousy fightings and tears Things were exciting like thunder and lightning for years But nobody could excite me like you do Oh, when I look in your eyes  When I dance with you When I dance with you When I just dance with you  And nobody killed me, thrilled me more than you Ooh, when I look in your eyes  When I dance with you    
33921637	Dance	Don't bring a frown to old Broadway Ah, you got a clown on Broadway Your troubles there, they're out of style 'Cause Broadway always wears a smile. A million lights, they flicker there A million hearts beat quicker there No skies are gray on that great white way, That's the Broadway Melody!  Gotta dance! Gotta dance! Gotta dance!  Don and Gotta dance!    
5608108	Dance	Fuck  Fuck yeah  Bleed Motherfuckers  Dance Motherfuckers    
2808339	Dance	Mando Diao - Dance with somebody  Break your happy home Learn to sing along To the music, to the music Clap your hands and shake On a summer's day To the music, to the music  I'm falling in love with your favourite song I'm gonna sing it all night long I'm gonna dance with somebody    
45349225	Dance	Entry apni like a star Like a star.like a star. Ladies puchhe wear you from Wear you from.wear you from.  Entry apni like a star Ladies puchhe wear you from Naye trande se dance kare toh Dhol baje like a atom bomb Atom bomb.atom bomb. Na puchho inse ke ye hai ye kon Are yeh toh hai ke fashion ke don  Dance dance dance Baby sexy as i am Dance dance dance Baby sexy as i am Dance dance dance Baby wild as i am Dance dance dance Baby sexy as i am  Instant ramp karti tag    
12922672	Dance	Chip Chocolate Cookies, Cookies, Cookies Cookies, Cookies, Cookies, Cookies  Do the cookie dance, do the cookie dance (saaan) Do the cookie dance, do the cookie dance dance dance Do the cookie dance, do the cookie dance (saaan) Do the cookie dance, do the cookie dance dance dance  Welcome to mi casa, Come see how I'm livin', Me and missis fields wakin' bakin' in the kitchen And we call that batch 'Alyssa', You know we love milanos, If you need some while you dance, we can get 'em to you pronto (see mah) My Cookie Monster chain rocks a monster cookie chain (saaan), Cookies in my IV flowin' through my veins, Goin' ham, got these batches bakin' by the gram, I'mma make 'em dance, throw these cookies like they dance.  Hands up, Hands down, Put the cookie in the milk Twirl it all around     
2535561	Dance	When everything around you turns to shit and all your friends have split all your lovers have gone from this - to a life of bliss  I don't deserve to die stinkin' like this I don't deserve to die stinkin' like this  Though she's gone I dance on Though she's gone I dance on  When everything around you turns to shit and all your friends have split all your lovers have gone from this to a life of bliss    
42527214	Dance	Storm in the sky Or fire in your eye Dont wait Show me the way today Im having fun Up in my head The color of the sun Its blue its green or red Today I have fun No matter if it rains or shine Weve got to dance, dance Speak and dance We can dance Till the end When the war is over Weve got to dance, dance Speak and dance We can dance Till the end    
457224	Dance	If you want to feel good, If you want to feel alright, If you want to shake your stuff, Get some rock 'n' roll tonight  Go Get down tonight Go dance at night Dance, 'til your bones are tired, Dance, we're ones who're wired We're the ones who're showing On the time of one of the show  Hey mama shake it up You feel so cool    
29157673	Dance	No party never starts until i arrive I've been waiting for this moment all night can't hear to bring this place to life oh, oh I'll be hitting the floor while you watching me ypu knpw gptta a fire burning up in me lets go I don't wanna wait so baby  Dance with me now (dance with me dance dance with me) move to the sound (dance with me dance dance with me) dance with me now (dance with me dance dance with me) move to the sound come on get down dance with me now  Can't you see aside catching your eye I I I like the way you move moving those fashiong lights    
1619282	Dance	It's hippo Time! Time! time! time! Time! time! time! Time! time! time! Time! time! time! Time! time!  Time Time Time Time Time Time Time    
24317782	Dance	I am thinking about the way you are I am thinking now my shining star I feel, I'm feeling something deep inside So real, it's killing me, I just can't hide  So come with me I called your name Once again  Dance! Dance! Gimme one more chance chance This is my romance-mance Stay with me tonight  Dance dance Gimme one more chance chance This is my romance-mance Stay with me tonight  Dance dance Gimme one more chance chance This is my romance-mance Stay with me tonight     
10989261	Dance	Brincos, jalones, codazos y empujones de caca recorde los famosos pisotones ojos morados patada en los cojones en el slam entre matudos y pelones Santo tomas de los pelos parados a narizasos su piel le dejaste madriado cayo el pedo, cayo de mi lado Dance, dense denso todo empanizado Faster than the rayo we's the new freestylers a caballo    
20954635	Dance	Your Dance Can dance If you wanna (Hurray) Your Dance your dance really wanna (Hurray) Your Dance Can dance If you wanna (Your Dance) Your Dance your dance your dance (Your Dance) Your Dance Can dance If you wanna (Hurray) Your Dance your dance really wanna (All Right) Your Dance Can dance If you wanna (Your Dance) Your Dance (Your Dance) In the sky (Tap into the sky) Do right Oh In the sky (kkeuteomneun mystery) Your star Oh (In the sky) In your eyes, In your smile neowa hamkke Dive into the sky In my life, In my mind maeil achim saenggakhae In the sky with your stars ujuui kkeuteomneun mystery Starry night All the lights kkeutdo eobsi pyeolchyeojin haneullo… Your Dance Can dance If you wanna (Oh yeah)    
62752688	Dance	having trouble telling how i feel but i can dance, dance, dance couldn't possibly tell you how i mean but i can dance, dance, dance  so when i trip on my feet look at the beat the words are written in the sand when i'm shaking my hips look for the swing the words are written in the air    
11517873	Dance	jive into rock! jive into groove! jive into rock! jive into groove!  so we got Dance! Dance! Dance! dance to make the party high so we got Dance! Dance! Dance! dance across the midnight uh! come on!  go!   boom! はやる鼓動おさえ B2 floor 忍び込もうぜさあ速攻 噂のパーティーはwicked jamy stylin' 強烈なbass drivin' what's up what's upとかって常連っぽく振る舞う 寒い日常を忘れ去る どんなキャラでも全然苦しゅうない さあもっと自己PR!  ここで主役がキメゼリフ 「二度と来ない今を燃やせ!」  so we got Dance! Dance! Dance! dance to make the party high ほら モラルとかは置いていこう    
60094721	Dance	I want someone who can dance  I want someone who can dance Not someone I can talk to I want someone who can dance I want someone who can dance Not someone I can talk to I want someone who can dance  I want someone who can dance Not someone I can talk to I want someone who can dance  I want someone who can dance    
2002447	Dance	Come on, baby, and sit down We've been dancing all night long Come on, baby, get close to me We never danced to a love song  Disco music is fine sometimes, yes, it is I wanna dance to a love song  I love music No matter what the style Ooh, I wanna get close to you, baby For just a little while And ooh yeah Ooh ooh ooh ooh yeah, yeah     
10210638	Dance	I'm after Your heart Why should I be still when the worship starts Lord I'm so in love with You What can men do can't hold me back anymore    
6626675	Dance	When the Spirit of the Lord comes upon my heart I will dance like David danced When the Spirit of the Lord comes upon my heart I will dance like David danced  I will dance, dance, dance like David danced I will dance, dance, dance like David danced  When the Spirit of the Lord comes upon my heart I will pray like David prayed    
7256770	Dance	Shall we dance? On a bright cloud of music shall we fly? Shall we dance? Shall we then say “good-night” and mean “good-bye?”    
6216901	Dance	Formed a band after these golden skies Gather around the fire Look beyond what you see Dance around the fire  The heat inside is not released Dance around the fire Would you __ fastly with me    
28803401	Dance	you can dance(dance) yeah you can dance(dance)    
36147577	Dance	When I was wond´ring up a hill to take a look I wished to see the things which fits to my right foot The thing I´m telling you about, it was a boot I lost it, it was gone, I was in a bad mood  My soul was weak and my heart full of worries as an old man came over and said:  stand up and dance, stand up and dance, stand up and dance! stand up and dance, stand up and dance and feel the sound of Fewjar!    
12976675	Dance	Dancing, dancing, dancing she's a dancing machine Ah babe move it baby Automatic systematic full of color self contained tune that shadow to your vibes captivating stimulating She's such a sexy lady filled with space age design she's moving grooving dancing to the music stop now Yea Rythmetic acrobatic she a dynamite attraction at the drop of a coin she comes alive, yea she knows what she's doing She super bad now she's here to really blow your mind    
1694062	Dance	There's a harvest moon and the stars are bright (Dance, gypsy, dance) There's a little bit of frost on the grass tonight (Dance, gypsy, dance)  Over in the meadow hid away from them all Dance all night to the fiddle's call Down by the river where the trees grow tall (Dance, gypsy, dance)  I know about you and I know where you've been (Dance, gypsy, dance) You stole some money from a crippled man (Dance, gypsy, dance)  And then you hit him in the head with a walkin' cane Pushed him outside in the freezin' rain    
7037649	Dance	Dance Rock'n'roll Dance Rock'n'roll Dance Rock'n'roll Dance Rock'n'roll  Dance Rock'n'roll Dance Rock'n'roll Dance Rock'n'roll Dance Rock'n'roll  Si tu m'aimes M'aimeras-tu toujours Voilà, voilà  Si tu m'aimes M'aimeras-tu d'amour Voilà, voilà  Si tu m'aimes  M'aimeras-tu toujours Voilà, voilà  Si tu m'aimes M'aimeras-tu d'amour Voilà, voilà, voilà  Dance Rock'n'roll Dance Rock'n'roll Dance Rock'n'roll    
14162482	Dance	One a di low, is a one a di high Problem in a  Come baby low, cause I wanna make so you hearty sleep  further Don't bother me  Nothing but a fire   a girl make a  Make you wanna low but   And you know my heart is true, uh uh    
61944903	Dance	I got this feeling inside my bones It goes electric, wavey when I turn it on All through my city, all through my home We're flying up, no ceiling, when we're in our zone  I got that sunshine in my pocket Got that good soul in my feet I feel that hot blood in my body when it drops, ooh I can't take my eyes up off it, moving so phenomenally Room on lock the way we rock it, so don't stop  And under the lights when everything goes Nowhere to hide when I'm getting you close When we move, well, you already know So just imagine, just imagine, just imagine Nothing I can see but you when you dance, dance, dance Feeling good, good, creeping up on you So just dance, dance, dance, come on All those things I shouldn't do But you dance, dance, dance And ain't nobody leaving soon, so keep dancing  I can't stop the feeling So just dance, dance, dance I can't stop the feeling So just dance, dance, dance, come on  Ooh, it's something magical    
46606793	Dance	They started their love like every young boy and girl. They've been through all good and bad, between the sky and the earth. But just until he did the most stupid thing in his life And he's now staring at her saying: Baby put down that knife.  Let's go and Dance, dance the sadness out Let's go and Dance, dance the sadness out But she can't Dance, dance the sadness out No, she can't Dance, dance the sadness out  Because she's too young to let go,    
261488	Dance	Yeah, yeah Yeah, yeah, yeah Ooh, ha, ha, ha  You can dance, you can dance Yeah, we all know you can dance (No, he can't dance) (No, he can't dance) Oooooh, oh, oooh-ooh-oooh  We all know we can't dance Know we can't dance, we can't dance, yeah, we can't dance We all know we can't dance (no we can't, we can't dance) No, no, we can't dance, yeah  No I can't dance, woo hoo, ha, we can't dance No I can't dance, we can't dance, yeah, yeah, yeah No I can't dance, no I can't dance, yeah    
12472716	Dance	Going down to my favorite place where everything is in. They Open up at 7 o'clock and we all charge in. Jimmy next store will be drunk to the bar and he'll be drunk tonight. The kids in there all know each other so they aren't going to fight.  The kids Just wanna dance, oh yeah The kids Just wanna dance, oh yeah The kids Just wanna dance, oh yeah just wanna dance Oh yeah, just wanna dance     
14438011	Dance	Now I'm dancing half in a dream I'm in a smoky and lively place I'm gonna dance my gloomy mood away Why don't you dance with me right now?  I just wanna dance until morning I just wanna dance until morning I just wanna dance until the night is over I just wanna dance with you  I like around 2: 00 am best The time that I feel everything is funny What did you say?    
62564088	Dance	I got this feeling inside my bones It goes electric, wavey when I turn it on All through my city, all through my home We're flying up, no ceiling, when we in our zone  I got that sunshine in my pocket Got that good soul in my feet I feel that hot blood in my body when it drops, ooh I can't take my eyes up off it, moving so phenomenally Room on lock the way we rock it, so don't stop  And under the lights when everything goes Nowhere to hide when I'm getting you close When we move, well, you already know So just imagine, just imagine, just imagine Nothing I can see but you when you dance, dance, dance Feeling good, good, creeping up on you So just dance, dance, dance, come on All those things I shouldn't do But you dance, dance, dance And ain't nobody leaving soon, so keep dancing  [Post- I can't stop the feeling So just dance, dance, dance I can't stop the feeling So just dance, dance, dance, come on  Ooh, it's something magical    
45904583	Dance	Do you wanna dance, do you wanna with me? Do you wanna dance, do you wanna with me? Do you wanna dance, do you wanna with me all night long? Do you wanna dance, do you wanna with me? Do you wanna dance, do you wanna with me? Do you wanna dance, do you wanna with me all night long? The sun keeps setting on us I keep falling in love With every little thing, With every tender touch With everything you say and do my love And I'll dance around this feeling all night long I can't deny it any longer, no    
14709293	Dance	Everybody dance, ale ale ale Everybody dance, ale ale ale Everybody dance, ale ale ale Everybody dance, Put your hands up oh baby! Everybody dance ' va dancar . va dancando ' Everybody dance Pre-Mueve esa cadera Suelta esa cinttura Ven danca locura Vamos a dansar '. Everybody dance Everybody dance Everybody dance Put your hands up baby! Everybody dance Everybody dance Everybody dance Put your hands up oh baby Everybody dance Now dance, dance cause the movement got you    
41143741	Dance	Obinuju baby loves to dance Omotola baby loves to dance Aisha baby love to dance Ndaleti baby love to dance    
11117698	Dance	Round and round the faery glade, Round and round they spin. Some in wool, some in hemp, Some in fur and skin.  What a sight would meet your eye, If you should stumble near. You'd cast your care onto the wind, And join them in their sin.  Dance with lust, fire of the believer,    
983240	Dance	I danced on the morning when the world began, I danced in the moon and the stars and the Sun, I came out of Heaven and I danced on the Earth, In Bethlehem I had my birth.  Dance, dance, wherever you may be, I am the lord of the dance, said he, And I lead you all wherever you may be And I lead you all in the dance, said he.  I danced for the scribes and the Pharisees, they would not dance and they wouldn't follow me. I danced for the fishermen James and John, They came with me and the dance went on.  Dance, dance, wherever you may be, I am the lord of the dance, said he, And I lead you all wherever you may be    
2475149	Dance	The way you dance  Show me the way you dance, when you´re mad    
1988318	Dance	We can dance if we want to We can leave your friends behind 'Cause your friends don't dance And if they don't dance Well they're no friends of mine I say, we can go where we want to There's a place where they'll never find And we can act like we come from out of this world Leave the real one far behind, and we can dance We can go when we want to The night is young, and so am I And we can dress real neat from our hats to our feet And surprise 'em with the victory cry I say, we can act if want to, if we don't nobody will And you can act real rude and totally removed And I can act like an imbecile    
47397306	Dance	I said can you pass me a pen I said just pass me a pen  And then I wrote down a joke that I thought We'll have a rollin' around the floor She just laughed and said she heard it before Many times  (La la) She's so hard to talk to (La la) I can't get her to dance (La la) They make her feel like a man, Oh you ain't got a chance  So let's just have dance Let's have a dance (Dance dance dance)    
2436670	Dance	Come on, dance, dance, dance, Shake the World off your Shoulder! Come on, dance, dance, dance, Before the Music is over! You, You and me! You and me! Everyone has to die! Dissolving Moments in unhappy Eyes! Come and move, move, move, against the bloody Man! Against the Dog, against the apemans Hand! Die! Don't think about Satanas Sighs!    
9945651	Dance	Now we dance looby looby looby Now we dance looby looby loo Now we dance looby looby looby Now we dance looby looby loo    
1540213	Dance	Dance Boatman Dance Dance I say Dance Boatman Dance Dance all night with a hole in your pants  Boatman dance, boatman sing  Boatman do ‘bout anything  When the boatman come to town Look out boys your daughters gone  Dance Boatman Dance Dance I say Dance Boatman Dance Dance all night with a hole in your pants  Lead   Pass the whiskey ‘round, Pass it ‘round I say Pass the big ol’ jug around Well finish off by the break of day  Boatman dance, boatman sing  Boatman do ‘bout anything  When the boatman come to town Look out boys your daughters gone  Dance Boatman Dance    
1806984	Dance	Take me from this crowded room Give me room to hold you close Hold so close to come unfold Take my body with your soul Loose yourself inside my arms Two as one can steal the stars Torn and free, beyond control Take my body with your soul  Do the dance, the dance of love Dance of love Do the dance, the dance of love Dance with me    
25834201	Dance	(One, two, three, four)  Hey baby won't you take a chance? Say that you'll let me have this dance  Well let's dance, well let's dance We'll do the twist, the stomp, the mashed potato too, Any old dance that you wanna do But let's dance, well let's dance  Hey baby, yeah, you thrill me so Hold me tight, don't you let me go  But let's dance, well let's dance    
52844983	Dance	On my plane to Manila Passengers sitting row to row The flight staff served the curry chicken When I heared the turbine go, yeah.  Out of my window was a sunset, On the wings a funny glow, Then my seat started rattling, Assured that wasn't part of the show,  So I started to dance,    
1547646	Dance	Is it me? Or is it her? Or is it you? Give me the key Sports legs are thrusting out From a micro mini-skirt  A dance with her, and you and me A dance with her, and you and me  I am so happy, like a nun    
3032606	Dance	Put your Hands up in the Air,    
39785898	Dance	Well there she goes with some brand new love affair dancing with him like she don't even care Well then let her dance with him let her dance all night long  Well who woulda' known that just yesterday she danced with me the very same way Well then    
2853274	Dance	Baby, baby, baby, baby, baby, baby, baby, baby  She wants to go fast And never come back And never collapse And he's a real animal Gone out of control Who'd rather die young than get old  Baby, baby, baby, baby, baby, baby, baby, baby  (And they danced like they were) Boys and girls They dance like it's the end of the world    
63833193	Dance	Yeah baby, come here See I like this Something just for us to slow dance to C'mon  Come here darling Come and dance with me I want to know how it feels to slow dance  Wrap your arms around my neck And i'll place mine on your side Baby we can slow dance Till the end of the night    
6816704	Dance	(G. Graper, K. Moore) Playin Possum Music (BMI), Keb Mo Music (BMI)  WHEN THE MUSIC STARTS TO PLAY SHE SLIDES OUT ON THE FLOOR DANCING WITHOUT A PARTNER SWAYING ON THE TWO AND FOUR  THERE'S A RHYTHM IN HER FOOTSTEPS AND A FLOWER IN HER HAIR A SMILE ON HER FACE ‘CAUSE SHE'S IN A PLACE WHERE YOU KNOW SHE DON'T HAVE A CARE  SHE AIN'T LOOKING FOR NO LOVER SHE AIN'T LOOKING FOR ROMANCE  SHE JUST WANTS TO DANCE (JUST, SHE JUST WANTS TO DANCE) SHE JUST WANTS TO DANCE (JUST, SHE JUST WANTS TO DANCE) YEAH, SHE JUST WANTS TO DANCE (JUST, SHE JUST WANTS TO DANCE) OH, SHE JUST WANTS TO DANCE (JUST, SHE JUST WANTS TO DANCE)  WELL, SHE'S MOVING KINDA LAZY (MOVING KINDA LAZY) AND IT'S ALL BEEN UP TO ME (ALL BEEN UP TO YOU)    
2210384	Dance	Underneath the oak tree Stop and rest awhile Got the radio playin' With the breeze and a smile Makes me nod my head back Clse my eyes and dream 'Bout a special woman Makes me want to cream  Ooh the way she sways    
2444682	Dance	Always spell Satan with a dollar sign If there's anything I want I just make it mine  To walk the line between success and disaster To gain the favor of our lord and master  Dance with the Devil Dance with the Devil dance with the Devil    
13708695	Dance	Feel the beat-the beat-the beat. Fade out Lets take it to the next level. I-I-I like to dance. (Dance)    
40396530	Dance	We can dance if we want to, we can leave your friends behind Cause your friends don't dance and if they don't dance Well they're are no friends of mine I say, we can go where we want to a place where they will never find And we can act like we come from out of this world Leave the real one far behind and we can dance. Dansé!  Ah we can go when we want to the night is young and so am I And we can dress real neat from our hats to our feet and surprise 'em with the victory cry I Say we can act if want to if we don't nobody will And you can act real rude and totally removed And i can act like an imbecile I say we can dance, we can dance everything out control    
1395984	Dance	Oh, baby come on, let me take you where the action is. (3X) It's so neat to meet ya baby where the action is.  In every little town cross the U.S.A. There's a spot where the people tangle everyday    
40058887	Dance	Call it out fast, I wanna make it last I wanna make my masquerade. Take it outside    
31434495	Dance	A RedOne, Konvict GaGa, oh-oh, eh  I've had a little bit too much, much All of the people start to rush, start to rush by How does he twist the dance? Can't find a drink, oh man Where are my keys? I lost my phone, phone  What's going on on the floor? I love this record baby but I can't see straight anymore Keep it cool, what's the name of this club? I can't remember but it's alright, a-alright  Just dance, gonna be okay, da da doo-doo-mmm Just dance, spin that record babe, da da doo-doo-mmm Just dance, gonna be okay, d-d-d-dance Dance, dance, just, j-j-just dance  Wish I could shut my playboy mouth, oh oh oh-oh How'd I turn my shirt inside out? Inside outright Control your poison babe, roses have thorns they say And we're all getting hosed tonight, oh oh oh-oh  And we're all getting hosed tonight, oh oh oh-oh  FEATURED VIDEO  What's That Line?  FEATURED VIDEO     
61390664	Dance	I got this feeling inside my bones It goes electric, wavey when I turn it on All through my city, all through my home We're flying up, no ceiling, when we're in our zone  I got that sunshine in my pocket Got that good soul in my feet I feel that hot blood in my body when it drops, ooh I can't take my eyes up off it, moving so phenomenally Room on lock the way we rock it, so don't stop  And under the lights when everything goes Nowhere to hide when I'm getting you close When we move, well, you already know So just imagine, just imagine, just imagine Nothing I can see but you when you dance, dance, dance Feeling good, good, creeping up on you So just dance, dance, dance, come on All those things I shouldn't do But you dance, dance, dance And ain't nobody leaving soon, so keep dancing  I can't stop the feeling So just dance, dance, dance I can't stop the feeling So just dance, dance, dance, come on  Ooh, it's something magical    
39725	Dance	The tower grows into the night The power pumps fortissimo There are no pressures at this height The world a bagatelle below Tonight we dance Tonight we dance We dance - extravagance! The bride is blessed the table laid Bring on the devils and the priests The dance is hot and Heaven-made For the most moveable of feasts The house account is in the black The glasses loaded on the tray A certain style is coming back    
28825674	Dance	When the Spirit of the Lord comes upon my heart I will dance like David danced When the Spirit of the Lord comes upon my heart I will dance like David danced  I will dance, dance, dance like David danced I will dance, dance, dance like David danced  When the Spirit of the Lord comes upon my heart I will pray like David prayed    
2980878	Dance	* I'm in the mood for dancin', romancin' Ooh I'm givin' it all tonight I'm in the mood for chancin' I feel like dancin' Ooh so come on and hold me tight  Dancin', I'm in the mood, babe So let the music play Ooh I'm dancin', I'm in the groove, babe So get on up and let your body sway  I'm in the mood for dancin', romancin' You know I shan't ever stop tonight I'm in the mood for chancin' I feel like dancin'    
11671800	Dance	ANNA  We've just been duced, I do not know you well, But when the music started Something drew me to your side.  So many men and girls, Are in each others arms. It made me think we might be Similarly occupied.  Shall we dance? On a bright cloud of music shall we fly? Shall we dance? Shall we then say "Goodnight" and mean "Goodbye"? Or perchance, When the last little star has left the sky, Shall we still be together With our arms around each other And shall you be my new romance? On the clear understanding That this kind of thing can happen,    
36976409	Dance	Ladies and Gentlemen I know you gonna dig this And the boys are back Let's dance Neteiru baai janai Orunaito wa mujouken Ojousan tonight isshouni konai? Hamarundatte sore wa muteki na yoake Kitto feel good tonight Furete feel good tonight Makasete kunnai? Dare nante kikanaide Furikitte choudai Tanoshinde mireba iinjanai Omedetai oh! sorette saikou Furoa wa saikouchou I wanna dance nigasanai (nigasanai) Odoreba heikisa daitan ni I wanna dance (I wanna dance) Adorenainpawa Honnou ni hi ga tsuku tokoro made I wanna dance Poplock it, pop pop, poplock it (Let's dance dance dance) I wanna dance Poplock it, come on come on, poplock it    
39653835	Dance	I love the way you dance, Like a fox in high grass I love the way you dance Like a fox in high grass But I can't make you dance I can't make you dance  I need to hold you close    
56985814	Dance	Watch the clock as it turns 11 I been waiting since 7 for you Baby, how long could you keep me waiting For love, love Hey baby, do you remember the days When we me and you used to say    
40684336	Dance	I remember the day, the sun The beach, the worm, the fun Remember the light, the moon The smile, the lights of Beirut Remember the life    
10384340	Dance	Take in one breath take in five This chair I sit in well Im still alive They say were grown now but not old enough They say its instant when you hit that stage Said now were different but no ones changed I made the fire and you made the dust Smoke will rise smoke will rise    
46759673	Dance	Hello if you see this Subscribe on Oliwer Bergman on youtube and gastifonj We've got    
9981325	Dance	Catch your knee, can't get near Come on honey gotta' move Dance, honey gotta' move your knee Dance don't stop, dance 'till you drop Dance for me, baby the beats  Hang me bad, don't get mad You all better listen to me    
12598081	Dance	I wanna dance with you tonight Dance in the sky, it makes me feel so nice Just wanna dance, sharing the light Well you're my friend, my boy, my love  I wanna dance, dance, lift your hands Why you got hands in the air Girl, come watch me dance Guys, go on, take a stand Got so many plans, wanna make romance Shake it, break it, move it, groove it    
8719231	Dance	Red pills makes me wanna dance Black girls makes me wanna dance Making out makes me wanna dance Your smile makes me wanna dance Doesn't matter the circumstances    
11232910	Dance	Shake your, shake your body and breathe to the beat feel the base and dance to the, dance to the beat (electronic beats) Shake your body and breathe to the beat feel the base and dance to the beat, dance to the beat shake your body and breathe to the beat (oh yeah)    
47389455	Dance	We've just been introduced I do not know you well But when the music started Something drew me to your side  So many men and girls Are in each others arms It made me think we might be Similarly occupied  Shall we dance? On a bright cloud of music shall we fly? Shall we dance? Shall we then say, goodnight and mean goodbye    
14303951	Dance	You know this boogie is for real  I used to buy my faith in worship, But then my chance to get to Heaven sli-i-pped I used to worry about the future But then I threw my caution to the wind. I had no reason to be care free No no no, until I took a trip to the other side of town Yeah yeah yeah, you know I heard that boogie rhythm Hey- I had no choice but to get down down down down  Dance, nothing left for me to do but dance, All these bad times I'm going through just dance Got canned heat in my heels tonight baby  I feel the thunder see the lightning I know this anger's heaven sent. So I've got to hang out all my hang-ups Because on the boogie I feel so hell bent It's just an instant gut reaction, that I got I know I never ever felt like this before, I dont know what to do But then that's nothing new, Stuck between hell and high water I need a cure to make it through  Hey- dancing nothing left for me to do but dance Off these bad times I'm going through just dance, Hey got canned heat in my heels tonight baby You know know know I'm gonna dance yeah Off all the nasty things that people say Dance, but I'm gonna make it anyway Dance Got canned heat in my heels tonight baby     
6265016	Dance	Dance me to your beauty with a burning violin Dance me through the panic 'til I'm gathered safely in Lift me like an olive branch and be my homeward dove Dance me to the end of love, dance me to the end of love  Oh let me see your beauty when the witnesses are gone Let me feel you moving like they do in Babylon Show me slowly what I only know the limits of    
10659404	Dance	Summer moon On you face O the wind blows so sweet Come my way Come my way Dance with me  Let us dance To forget Let us dance To remember  All those days Last summer   Summer moon    
7203928	Dance	hello everybody(hi) id like to introduce you to the thizzle dance(thizzle dance?) thizzle dance i said can ya do the thizzle dance  first i do it like this i put a look on my face like i smell some piss bounce to the beat till it starts to hurt then i dust all the smirk off me shirt dip to the ground as i catch the bass then i wipe all the sweat off me face pop back up then i start to slide popping my collar, as i glide then i break the thang down and do the bird dust my self off like i just stole third come on everybody, now's the chance f**k the harlem shake, it's the thizzle dance  dance, thizz dance thizz dance thizz dance thizz dance can ya do the thizzle dance? thizz dance thizz dance thizz dance can ya do the thizzle dance     
